,clickbait
11331,1
18053,0
5368,1
4865,1
21355,0
6369,1
2347,1
26637,0
21154,0
7461,1
8011,1
29568,0
13720,1
26507,0
20588,0
1100,1
28699,0
31403,0
1283,1
21574,0
4247,1
2937,1
6780,1
26326,0
31905,0
20129,0
24088,0
15247,1
16149,0
29314,0
28559,0
28047,0
7342,1
18561,0
3605,1
6513,1
22721,0
18400,0
29049,0
14445,1
3260,1
15161,1
4866,1
7547,1
31307,0
31326,0
5917,1
15641,1
17092,0
14450,1
22326,0
30598,0
21976,0
7290,1
4367,1
10718,1
13827,1
3166,1
11563,1
8272,1
30197,0
9001,1
10198,1
31019,0
12496,1
11153,1
19933,0
22779,0
2001,1
9830,1
31132,0
17440,0
11117,1
27832,0
28500,0
23264,0
15374,1
13861,1
12256,1
25135,0
16039,0
19033,0
17782,0
17524,0
13320,1
1758,1
9797,1
13059,1
8043,1
25963,0
29150,0
19224,0
8403,1
31805,0
30456,0
29770,0
28934,0
10492,1
21121,0
19907,0
11170,1
1325,1
19755,0
20720,0
3217,1
17890,0
10981,1
29183,0
30469,0
5640,1
19917,0
29641,0
28336,0
31850,0
5624,1
13122,1
8081,1
17779,0
14181,1
6379,1
22955,0
26652,0
8092,1
15879,1
10011,1
28546,0
15663,1
16643,0
21395,0
22143,0
11408,1
159,1
6465,1
30096,0
21519,0
23704,0
3024,1
5351,1
31721,0
27606,0
18159,0
13642,1
14389,1
4451,1
28016,0
29601,0
29606,0
10762,1
8015,1
16381,0
8169,1
24344,0
13041,1
27354,0
6076,1
450,1
2197,1
2371,1
18319,0
4920,1
15652,1
5219,1
259,1
30497,0
15731,1
28600,0
28000,0
4892,1
16513,0
30320,0
21052,0
30397,0
5376,1
9511,1
17191,0
24109,0
15209,1
2031,1
16935,0
9131,1
2080,1
22215,0
9436,1
29739,0
14225,1
25895,0
13607,1
23046,0
9901,1
17637,0
12286,1
11424,1
7847,1
20158,0
23926,0
3084,1
11081,1
28581,0
7333,1
5441,1
9413,1
24979,0
2498,1
8347,1
15227,1
25729,0
20710,0
11693,1
5337,1
28234,0
3660,1
29850,0
13687,1
2497,1
23203,0
12067,1
14077,1
24723,0
8042,1
6204,1
16361,0
16986,0
3019,1
2302,1
1636,1
13467,1
16759,0
13294,1
1517,1
5284,1
28653,0
7721,1
24464,0
26751,0
12104,1
6083,1
19596,0
9465,1
5004,1
139,1
5703,1
1934,1
25724,0
17289,0
29266,0
9391,1
20014,0
22820,0
3305,1
5132,1
4218,1
29831,0
30852,0
31757,0
31126,0
8126,1
30813,0
20858,0
147,1
23822,0
24126,0
26687,0
11226,1
15708,1
3735,1
5252,1
19372,0
22462,0
16395,0
24902,0
10915,1
7390,1
6801,1
7361,1
14361,1
14470,1
12400,1
9874,1
9087,1
28370,0
18566,0
26729,0
2147,1
3995,1
11224,1
12744,1
12420,1
12008,1
23529,0
20628,0
2417,1
5975,1
25055,0
29106,0
25087,0
9900,1
4130,1
30107,0
14614,1
18379,0
31856,0
23757,0
28766,0
6390,1
2878,1
11328,1
30445,0
7430,1
7903,1
24642,0
19092,0
21415,0
25078,0
23842,0
7470,1
17998,0
12869,1
18367,0
25175,0
16428,0
30475,0
15124,1
27772,0
29666,0
19531,0
15096,1
3914,1
7446,1
17444,0
17608,0
1679,1
25378,0
14074,1
16675,0
4914,1
27375,0
23698,0
7890,1
6209,1
21019,0
3203,1
1954,1
20701,0
23078,0
24793,0
26996,0
10692,1
1137,1
3402,1
19663,0
2779,1
29240,0
27284,0
2636,1
25526,0
4040,1
5106,1
10230,1
26803,0
13257,1
11451,1
26540,0
28037,0
8577,1
7618,1
1742,1
14540,1
24280,0
25104,0
16319,0
3457,1
18117,0
1852,1
25991,0
8831,1
15359,1
470,1
3163,1
10451,1
22093,0
23932,0
21449,0
21076,0
5241,1
31594,0
19360,0
12250,1
3788,1
11274,1
1968,1
6039,1
15045,1
25186,0
12000,1
3515,1
28476,0
5032,1
3579,1
21895,0
25901,0
31346,0
29304,0
30326,0
2214,1
28481,0
27004,0
7021,1
17856,0
23752,0
25409,0
13825,1
3449,1
29338,0
31716,0
17096,0
19364,0
4231,1
20672,0
15604,1
8887,1
5291,1
29099,0
7709,1
16734,0
13460,1
28833,0
11733,1
25052,0
1970,1
8819,1
29793,0
10254,1
9073,1
19414,0
18696,0
5339,1
14277,1
13691,1
27725,0
17728,0
17985,0
683,1
30705,0
1913,1
20375,0
15255,1
16117,0
20953,0
4658,1
12625,1
13508,1
25678,0
17130,0
7233,1
29989,0
24209,0
11850,1
18658,0
20557,0
23164,0
21683,0
12100,1
11021,1
30579,0
24807,0
19894,0
8419,1
21983,0
8822,1
1507,1
27491,0
18432,0
22562,0
18106,0
9299,1
20945,0
21212,0
4405,1
9933,1
4878,1
8333,1
21065,0
23233,0
241,1
11128,1
13474,1
13757,1
18140,0
8218,1
14618,1
14556,1
16721,0
13446,1
21192,0
13315,1
9595,1
26718,0
7362,1
19491,0
4992,1
26512,0
4223,1
5008,1
25459,0
13988,1
8684,1
7058,1
11422,1
21512,0
24169,0
7833,1
26854,0
19425,0
22912,0
4262,1
7764,1
17198,0
10394,1
4102,1
2253,1
17808,0
3590,1
3928,1
10550,1
4041,1
12254,1
3883,1
1356,1
26763,0
11504,1
11399,1
31819,0
15491,1
18694,0
12450,1
12036,1
10490,1
22548,0
25569,0
1985,1
2355,1
10826,1
7768,1
3820,1
13715,1
2945,1
4763,1
28420,0
22592,0
17561,0
11252,1
7265,1
16803,0
11564,1
2358,1
16179,0
1188,1
2907,1
26049,0
21646,0
19609,0
4137,1
24085,0
3110,1
17987,0
13317,1
31743,0
7047,1
8609,1
22138,0
27955,0
12404,1
9866,1
27513,0
4269,1
2086,1
6478,1
19868,0
911,1
12376,1
8425,1
6384,1
17923,0
20421,0
24803,0
3353,1
6427,1
18922,0
22131,0
12590,1
13994,1
24334,0
2091,1
5299,1
909,1
31321,0
25842,0
28923,0
13045,1
24097,0
24477,0
24959,0
27614,0
30289,0
11775,1
61,1
19959,0
16604,0
11265,1
18174,0
31453,0
3162,1
23310,0
11972,1
9233,1
8656,1
24896,0
6702,1
1774,1
27618,0
30655,0
4766,1
30367,0
31741,0
4462,1
6619,1
31956,0
1794,1
15776,1
24958,0
22173,0
3138,1
6676,1
30006,0
4838,1
14162,1
15025,1
4977,1
18860,0
16489,0
10284,1
30450,0
10068,1
7366,1
7798,1
28932,0
15076,1
17083,0
29974,0
4450,1
23149,0
14456,1
13686,1
5689,1
31665,0
16719,0
30198,0
31378,0
16556,0
9594,1
5541,1
20678,0
12390,1
5994,1
6575,1
28191,0
18994,0
31183,0
17380,0
2139,1
14655,1
29279,0
19512,0
7845,1
24892,0
20855,0
12430,1
16274,0
2056,1
18446,0
12856,1
22401,0
25474,0
2308,1
619,1
14172,1
5903,1
21475,0
2576,1
26501,0
5557,1
25578,0
27959,0
26337,0
18635,0
5082,1
25260,0
1097,1
6907,1
18129,0
17749,0
15927,1
28749,0
5344,1
25434,0
20207,0
3957,1
23044,0
27424,0
17909,0
22072,0
26742,0
13678,1
7661,1
19445,0
6441,1
9966,1
4374,1
14692,1
3070,1
4519,1
7698,1
9214,1
1008,1
11747,1
14023,1
3118,1
11591,1
16015,0
30782,0
11503,1
18823,0
31603,0
18388,0
17507,0
17569,0
15568,1
24760,0
28040,0
28796,0
14745,1
13860,1
17294,0
29212,0
7807,1
236,1
14909,1
9757,1
25925,0
15780,1
20687,0
21498,0
9146,1
18588,0
17231,0
23242,0
5916,1
9403,1
9166,1
15230,1
23512,0
2527,1
2801,1
3341,1
4154,1
4270,1
15432,1
3320,1
7092,1
28383,0
25435,0
22902,0
19281,0
980,1
28678,0
14898,1
105,1
245,1
26548,0
7918,1
7728,1
1099,1
26489,0
11068,1
9038,1
18316,0
13857,1
18824,0
23346,0
31191,0
24165,0
15662,1
6893,1
30116,0
2055,1
2689,1
9861,1
3352,1
7704,1
12174,1
2167,1
542,1
718,1
25191,0
9712,1
28800,0
21681,0
26855,0
8963,1
9048,1
16503,0
28350,0
4377,1
17409,0
23217,0
7749,1
28284,0
20227,0
6334,1
731,1
5059,1
27546,0
12708,1
12134,1
12687,1
24550,0
5780,1
15280,1
4821,1
7364,1
2511,1
17102,0
6389,1
15627,1
26642,0
13754,1
4555,1
18216,0
6261,1
8156,1
23887,0
28726,0
1095,1
19319,0
1131,1
22307,0
30112,0
5033,1
18640,0
23484,0
9355,1
18749,0
30769,0
30163,0
26298,0
1446,1
22227,0
2122,1
15757,1
7301,1
3901,1
9045,1
25385,0
28470,0
21049,0
21423,0
10789,1
10738,1
26740,0
9181,1
5728,1
16080,0
3708,1
23105,0
21888,0
28024,0
18252,0
23759,0
11149,1
12775,1
14699,1
14159,1
28014,0
10837,1
25318,0
30595,0
28355,0
22461,0
18021,0
5308,1
27421,0
13746,1
709,1
24201,0
29292,0
20171,0
18883,0
26336,0
16298,0
11096,1
870,1
9359,1
15522,1
9118,1
20217,0
2230,1
12574,1
4734,1
28991,0
1013,1
1652,1
12242,1
14948,1
3787,1
19415,0
4669,1
21070,0
19047,0
2714,1
93,1
29581,0
8013,1
20168,0
31522,0
14375,1
2871,1
31318,0
24320,0
13764,1
16312,0
6258,1
13313,1
31015,0
14007,1
21328,0
25071,0
28508,0
9179,1
31946,0
10827,1
24763,0
19490,0
22206,0
4195,1
1436,1
1075,1
25965,0
10354,1
20982,0
4389,1
21045,0
5841,1
28531,0
9965,1
15533,1
30900,0
6757,1
11219,1
30454,0
25251,0
2215,1
978,1
24992,0
21596,0
25151,0
4419,1
9328,1
10261,1
2578,1
25323,0
12739,1
27822,0
29031,0
22062,0
24453,0
17323,0
22897,0
25391,0
27674,0
26061,0
2157,1
2284,1
10858,1
26021,0
5507,1
14584,1
7042,1
11912,1
9630,1
4494,1
28102,0
13625,1
19533,0
16038,0
16121,0
25264,0
15553,1
4037,1
14194,1
14008,1
7278,1
17857,0
7960,1
30167,0
20188,0
17512,0
29968,0
5820,1
18866,0
5539,1
10640,1
11235,1
14558,1
939,1
8540,1
31923,0
10193,1
13626,1
29402,0
19042,0
21885,0
22338,0
31076,0
2017,1
9185,1
1614,1
21867,0
3230,1
21963,0
14473,1
28150,0
17181,0
15340,1
14301,1
30376,0
28243,0
21676,0
17303,0
8209,1
30600,0
18185,0
1500,1
2401,1
27589,0
21078,0
15535,1
23049,0
7296,1
26050,0
27190,0
13596,1
21219,0
13753,1
8160,1
4035,1
14925,1
17299,0
7606,1
17924,0
27457,0
10600,1
31687,0
25433,0
15317,1
27273,0
26723,0
2231,1
4705,1
13700,1
4336,1
6885,1
3017,1
3552,1
79,1
11920,1
24269,0
12620,1
25658,0
27212,0
14729,1
18487,0
24851,0
9696,1
31683,0
15908,1
6168,1
2635,1
18559,0
15309,1
15177,1
5349,1
24359,0
23192,0
24980,0
3592,1
4795,1
3715,1
26019,0
23811,0
3939,1
16989,0
17516,0
31344,0
22218,0
1218,1
311,1
22591,0
17067,0
1786,1
18664,0
20736,0
20648,0
16378,0
549,1
24586,0
18042,0
27854,0
25136,0
27559,0
16746,0
3332,1
12599,1
9098,1
29871,0
4704,1
26604,0
2606,1
22644,0
30225,0
27857,0
18481,0
30521,0
2223,1
16409,0
9206,1
19433,0
25752,0
11818,1
28269,0
2829,1
8824,1
24255,0
28748,0
6264,1
19761,0
26451,0
9770,1
18966,0
8836,1
8096,1
31713,0
27456,0
2019,1
30430,0
8303,1
22154,0
1556,1
21602,0
14204,1
11932,1
327,1
18705,0
24599,0
8049,1
8675,1
22341,0
4680,1
26572,0
3028,1
19747,0
21889,0
29172,0
22619,0
9234,1
22953,0
12311,1
26276,0
14404,1
22713,0
31426,0
5490,1
26957,0
315,1
20948,0
17108,0
15615,1
25915,0
21373,0
7605,1
725,1
3753,1
15068,1
4599,1
20313,0
779,1
25324,0
17071,0
23189,0
9538,1
28927,0
13972,1
16051,0
17681,0
21320,0
13664,1
21902,0
14227,1
9053,1
11382,1
30544,0
13740,1
2259,1
12056,1
5709,1
15447,1
27428,0
22825,0
17276,0
21445,0
3702,1
10358,1
18583,0
27165,0
11156,1
14653,1
13737,1
21098,0
18294,0
15943,1
8161,1
30375,0
16978,0
3216,1
27078,0
6112,1
29000,0
827,1
18612,0
12490,1
7204,1
5350,1
12797,1
27712,0
19987,0
17227,0
10314,1
30930,0
18336,0
4803,1
7448,1
12416,1
23356,0
5259,1
10610,1
1326,1
2385,1
8189,1
19928,0
27350,0
3654,1
30883,0
21481,0
2804,1
31810,0
17729,0
6795,1
20497,0
28921,0
15387,1
29134,0
19246,0
8377,1
26739,0
23156,0
2276,1
11870,1
5983,1
24267,0
28566,0
25964,0
805,1
7669,1
2491,1
25218,0
13663,1
30700,0
10192,1
31651,0
27534,0
17441,0
7318,1
23155,0
30102,0
3839,1
31384,0
6831,1
12359,1
3335,1
2068,1
7925,1
4656,1
12267,1
27577,0
29436,0
7240,1
10083,1
12853,1
23440,0
24035,0
2918,1
31697,0
19714,0
27782,0
25812,0
12251,1
25723,0
1414,1
31195,0
29937,0
30466,0
57,1
23776,0
14489,1
2982,1
24967,0
16114,0
11531,1
8750,1
23807,0
3645,1
16202,0
27680,0
18293,0
2961,1
5294,1
1052,1
25808,0
20128,0
30635,0
31788,0
9906,1
29182,0
11627,1
27062,0
27341,0
2875,1
4181,1
10491,1
20035,0
8567,1
27309,0
3129,1
15108,1
25042,0
21309,0
11756,1
31763,0
26777,0
11942,1
28848,0
2794,1
20729,0
25003,0
3635,1
11502,1
20661,0
31176,0
13499,1
19518,0
1715,1
18200,0
9205,1
25144,0
22274,0
19201,0
18864,0
31909,0
30728,0
15853,1
31032,0
9913,1
9769,1
21251,0
11043,1
21145,0
18457,0
18979,0
15737,1
13488,1
11215,1
24759,0
9813,1
31172,0
28381,0
2431,1
1160,1
30766,0
21583,0
25064,0
23488,0
7234,1
15298,1
29105,0
15252,1
28906,0
31691,0
27682,0
4386,1
23107,0
14867,1
28315,0
27264,0
9200,1
16410,0
31303,0
4707,1
19324,0
13332,1
593,1
10687,1
6603,1
22486,0
12817,1
5685,1
11987,1
115,1
22090,0
13946,1
14239,1
15954,1
19833,0
5791,1
16538,0
19679,0
27631,0
21640,0
21614,0
23850,0
14772,1
269,1
13025,1
15616,1
24141,0
20957,0
1903,1
992,1
859,1
19780,0
15549,1
25496,0
17411,0
21353,0
11171,1
15783,1
27504,0
11728,1
17639,0
27337,0
10697,1
11553,1
6173,1
26062,0
12844,1
21301,0
4134,1
27497,0
14261,1
31299,0
23673,0
17628,0
28078,0
26547,0
1816,1
7090,1
27324,0
1883,1
5017,1
17693,0
5322,1
3435,1
7619,1
14981,1
4455,1
20977,0
8159,1
14679,1
23639,0
18916,0
14734,1
18132,0
8505,1
25289,0
4168,1
29807,0
512,1
26677,0
28814,0
19462,0
21164,0
25726,0
8421,1
7710,1
3224,1
20305,0
22808,0
24521,0
2940,1
20859,0
26231,0
29052,0
25689,0
28366,0
14219,1
25439,0
5542,1
22189,0
8927,1
25589,0
18805,0
6464,1
26955,0
31236,0
16915,0
23791,0
5492,1
18806,0
15884,1
15684,1
31901,0
23068,0
3337,1
26914,0
4466,1
22236,0
26615,0
29435,0
8930,1
12020,1
11994,1
11978,1
15040,1
20072,0
23995,0
20782,0
3785,1
16714,0
22243,0
4199,1
15928,1
26704,0
21972,0
25878,0
19545,0
24347,0
26350,0
2807,1
17879,0
11550,1
9954,1
31616,0
20323,0
13214,1
10978,1
17463,0
16432,0
4703,1
7611,1
20362,0
17170,0
5509,1
15344,1
9577,1
3141,1
28147,0
8104,1
7376,1
1460,1
23680,0
14155,1
22214,0
23649,0
11623,1
30801,0
16002,0
11884,1
6307,1
26531,0
19072,0
18270,0
4425,1
28937,0
22943,0
2665,1
7315,1
5408,1
17949,0
29998,0
22083,0
318,1
7874,1
13698,1
6171,1
6002,1
22848,0
30806,0
5970,1
8564,1
25703,0
2967,1
19230,0
16065,0
27668,0
4750,1
16157,0
17959,0
7717,1
19838,0
4489,1
14185,1
9937,1
30576,0
6029,1
20221,0
24357,0
898,1
29100,0
11454,1
14589,1
782,1
22620,0
10121,1
10285,1
25793,0
16645,0
161,1
5844,1
3407,1
12161,1
624,1
10170,1
11945,1
10528,1
10160,1
11985,1
30247,0
18581,0
15090,1
22554,0
16637,0
11565,1
12441,1
1433,1
15031,1
19732,0
19957,0
28996,0
14310,1
6259,1
25177,0
31232,0
10307,1
31589,0
29771,0
9196,1
23234,0
967,1
17736,0
31432,0
27044,0
21238,0
2328,1
14413,1
28103,0
10698,1
19517,0
6789,1
19477,0
29087,0
716,1
20591,0
27679,0
4447,1
28490,0
4177,1
30250,0
17449,0
8662,1
27728,0
22050,0
14189,1
12007,1
13043,1
21799,0
26363,0
15701,1
13408,1
22657,0
31786,0
8566,1
30156,0
13507,1
19241,0
401,1
16629,0
2046,1
29557,0
26614,0
2057,1
22652,0
27390,0
19589,0
23786,0
29541,0
17216,0
25076,0
23396,0
1353,1
9289,1
22954,0
12309,1
25773,0
21918,0
29300,0
453,1
10549,1
11934,1
2099,1
801,1
3847,1
1743,1
7069,1
9529,1
25213,0
13137,1
13125,1
21295,0
44,1
4785,1
15561,1
30914,0
15835,1
29562,0
850,1
9219,1
15208,1
28219,0
3418,1
1966,1
9600,1
11445,1
25212,0
14695,1
27052,0
6049,1
21358,0
11469,1
8982,1
24881,0
29777,0
8017,1
26463,0
22970,0
11707,1
28878,0
16515,0
4239,1
21146,0
1190,1
3442,1
3494,1
16510,0
11996,1
11371,1
22775,0
1321,1
20914,0
8203,1
3699,1
1217,1
3595,1
23118,0
27922,0
1007,1
31036,0
29185,0
29525,0
13216,1
11462,1
31726,0
10146,1
29769,0
2093,1
9471,1
25584,0
24098,0
21428,0
15098,1
5245,1
1416,1
27906,0
10993,1
6342,1
28961,0
16704,0
22263,0
22964,0
27211,0
14038,1
22101,0
8400,1
30202,0
492,1
27641,0
16652,0
14078,1
9868,1
10316,1
10569,1
6685,1
8854,1
7812,1
22291,0
6855,1
11796,1
18606,0
22267,0
19107,0
10334,1
6120,1
531,1
8631,1
19384,0
25545,0
16161,0
4479,1
16768,0
20653,0
26857,0
17889,0
19672,0
23924,0
5415,1
31515,0
18607,0
26577,0
164,1
26813,0
14047,1
10876,1
28957,0
18164,0
2418,1
12337,1
29430,0
5525,1
25839,0
459,1
6468,1
22226,0
13284,1
5384,1
18266,0
13834,1
27233,0
12584,1
15620,1
17300,0
5247,1
22795,0
6849,1
17786,0
19862,0
25116,0
3422,1
5581,1
16200,0
30884,0
28716,0
20619,0
5699,1
28374,0
31402,0
6856,1
24415,0
9726,1
5494,1
16540,0
2106,1
5965,1
21985,0
10695,1
16571,0
15705,1
13866,1
17339,0
3936,1
29074,0
2115,1
20277,0
12263,1
14600,1
20288,0
26225,0
25697,0
16706,0
12277,1
31971,0
17854,0
31401,0
26786,0
2116,1
13778,1
31471,0
19280,0
9312,1
7230,1
24498,0
31841,0
29030,0
20768,0
9054,1
13259,1
17272,0
21176,0
1864,1
23213,0
22828,0
15206,1
2326,1
26964,0
11039,1
4539,1
29334,0
16671,0
18071,0
7232,1
230,1
19869,0
19383,0
29233,0
10594,1
4762,1
26207,0
14688,1
17574,0
7944,1
24358,0
6958,1
3555,1
10785,1
9549,1
23188,0
16440,0
13051,1
17850,0
12742,1
17767,0
26981,0
13612,1
8054,1
4759,1
12226,1
17655,0
30978,0
17312,0
25070,0
29826,0
27752,0
14766,1
14429,1
4965,1
9812,1
13,1
18982,0
31339,0
18054,0
27251,0
26570,0
14012,1
13510,1
12981,1
20892,0
17675,0
21673,0
13629,1
20703,0
10267,1
25311,0
3996,1
29473,0
5237,1
31444,0
30482,0
2258,1
9358,1
487,1
7246,1
26544,0
16608,0
12363,1
7819,1
28657,0
7153,1
19841,0
29882,0
4253,1
28576,0
17642,0
22627,0
18209,0
28775,0
22985,0
26082,0
24545,0
21135,0
16973,0
31995,0
460,1
10108,1
11843,1
1508,1
13344,1
19132,0
25537,0
29697,0
3918,1
5710,1
5756,1
23981,0
4521,1
3133,1
19240,0
3868,1
29625,0
4331,1
2816,1
13179,1
16350,0
28986,0
29956,0
20697,0
1037,1
16342,0
27076,0
14845,1
10389,1
17046,0
18405,0
31051,0
29313,0
16831,0
29820,0
3445,1
18842,0
8758,1
21180,0
23769,0
7345,1
3554,1
4755,1
17548,0
18094,0
4617,1
21970,0
14061,1
28275,0
9555,1
18354,0
9846,1
11065,1
11967,1
15471,1
3874,1
24482,0
24825,0
21825,0
29450,0
18591,0
29001,0
31246,0
29572,0
14058,1
29038,0
2027,1
8921,1
10029,1
19190,0
30115,0
26239,0
10186,1
5264,1
27436,0
24337,0
28502,0
11894,1
27288,0
31642,0
15784,1
24204,0
12632,1
28821,0
4557,1
6931,1
15314,1
13303,1
21448,0
21601,0
12916,1
14665,1
539,1
28111,0
3283,1
26133,0
24381,0
16278,0
21939,0
26782,0
25955,0
18130,0
4308,1
28254,0
31575,0
11003,1
21920,0
27071,0
10729,1
15442,1
8936,1
16061,0
1557,1
23935,0
13520,1
23182,0
2158,1
22389,0
29392,0
13943,1
28429,0
29634,0
5948,1
27525,0
26631,0
17296,0
20675,0
7384,1
5993,1
16052,0
20684,0
901,1
3993,1
3814,1
13621,1
9158,1
4113,1
15972,1
5467,1
2825,1
27274,0
12543,1
3123,1
13070,1
30628,0
6479,1
7927,1
13452,1
5409,1
16233,0
23405,0
23768,0
23255,0
18064,0
9427,1
3392,1
22742,0
24191,0
21199,0
28668,0
1604,1
15987,1
24882,0
7481,1
5668,1
21167,0
17206,0
14758,1
26450,0
17233,0
27142,0
6740,1
18597,0
14396,1
21106,0
14768,1
13180,1
652,1
13005,1
5145,1
16308,0
13918,1
13781,1
30499,0
5625,1
18089,0
24015,0
27515,0
2709,1
17895,0
16682,0
22572,0
15978,1
10232,1
19096,0
10523,1
28028,0
8273,1
10201,1
357,1
25931,0
8671,1
30044,0
321,1
1472,1
23748,0
3642,1
21729,0
6269,1
18600,0
1791,1
21495,0
15511,1
22305,0
23614,0
17682,0
13222,1
3647,1
29378,0
15676,1
2620,1
7666,1
4246,1
2300,1
28143,0
10752,1
5199,1
2757,1
8179,1
11594,1
30984,0
30634,0
7359,1
910,1
209,1
20658,0
15424,1
29290,0
7730,1
23262,0
19700,0
7815,1
9452,1
13647,1
2428,1
20665,0
19900,0
6190,1
7489,1
25626,0
16994,0
8306,1
16439,0
6277,1
312,1
16453,0
2519,1
11779,1
22654,0
24538,0
14691,1
29029,0
3265,1
26917,0
17120,0
22451,0
29985,0
13690,1
5488,1
26420,0
3448,1
31370,0
19948,0
26359,0
30113,0
19516,0
1516,1
8779,1
31250,0
12352,1
10603,1
6315,1
29179,0
24471,0
2201,1
25798,0
19502,0
30729,0
9351,1
21929,0
31493,0
27213,0
21993,0
25960,0
24772,0
20819,0
24731,0
7924,1
23899,0
3587,1
15726,1
9576,1
29818,0
8408,1
21210,0
2728,1
351,1
3907,1
17615,0
31949,0
20790,0
880,1
10764,1
19632,0
21467,0
3765,1
12656,1
29211,0
9540,1
2879,1
15961,1
6496,1
18422,0
23308,0
20214,0
21591,0
30757,0
31138,0
7985,1
30478,0
6382,1
20502,0
26931,0
1685,1
17928,0
5438,1
30066,0
19553,0
20251,0
5806,1
9699,1
12476,1
23115,0
19155,0
31008,0
6047,1
5451,1
16172,0
26894,0
11981,1
29959,0
2318,1
30050,0
5479,1
5871,1
5575,1
4688,1
26415,0
19825,0
8472,1
28863,0
2387,1
1039,1
19607,0
13905,1
19203,0
23823,0
14324,1
22681,0
28274,0
29914,0
20926,0
14179,1
31084,0
13292,1
11287,1
425,1
26801,0
18911,0
23565,0
29920,0
15709,1
10498,1
5781,1
16288,0
15655,1
27636,0
31739,0
22448,0
22037,0
706,1
5833,1
13887,1
24797,0
10458,1
25103,0
27147,0
25810,0
16399,0
21693,0
14116,1
26903,0
20784,0
14905,1
10526,1
9819,1
13915,1
7367,1
24895,0
21203,0
17867,0
6821,1
9117,1
27019,0
15358,1
3496,1
28443,0
3358,1
28041,0
15681,1
1223,1
22019,0
26351,0
23779,0
12864,1
1284,1
10979,1
9805,1
7036,1
17638,0
31952,0
11188,1
30885,0
4894,1
13242,1
8571,1
76,1
22301,0
1184,1
22945,0
8582,1
15689,1
31349,0
583,1
4152,1
29190,0
23336,0
125,1
3873,1
14731,1
26381,0
3346,1
14640,1
8486,1
5328,1
21532,0
16658,0
17947,0
26373,0
9423,1
26716,0
18473,0
1576,1
22849,0
31228,0
11375,1
364,1
8484,1
7800,1
20877,0
24239,0
8606,1
3334,1
22530,0
20774,0
3862,1
13853,1
3674,1
1407,1
24278,0
28696,0
19483,0
15876,1
12659,1
30758,0
2053,1
16238,0
22540,0
6051,1
30573,0
19863,0
21597,0
13578,1
8941,1
17025,0
12092,1
3855,1
30965,0
10502,1
28759,0
15988,1
168,1
2710,1
5359,1
16774,0
21634,0
24331,0
8948,1
16669,0
1757,1
21575,0
31053,0
16560,0
30287,0
11037,1
26037,0
19638,0
7344,1
25371,0
15395,1
14984,1
6584,1
31674,0
25980,0
31086,0
9472,1
2483,1
1404,1
15116,1
31649,0
22060,0
25699,0
16094,0
25725,0
23551,0
21317,0
21658,0
31764,0
10508,1
27951,0
5847,1
22623,0
6842,1
14868,1
6224,1
30901,0
28319,0
10655,1
17030,0
27810,0
17044,0
13511,1
22660,0
11395,1
30610,0
28693,0
12072,1
4502,1
224,1
18146,0
16450,0
12248,1
25765,0
3007,1
14787,1
13394,1
10219,1
29535,0
11042,1
23865,0
30479,0
6605,1
21521,0
6785,1
16713,0
12026,1
957,1
2912,1
5134,1
5735,1
3139,1
8573,1
5131,1
9323,1
30532,0
12641,1
16642,0
30590,0
30467,0
4949,1
7033,1
10504,1
1707,1
10112,1
27298,0
8589,1
29630,0
6690,1
24998,0
17109,0
17367,0
20187,0
5646,1
21401,0
7220,1
30059,0
21140,0
19479,0
17144,0
20252,0
4039,1
23531,0
12628,1
23229,0
25829,0
6446,1
17804,0
22894,0
13650,1
11583,1
4325,1
15719,1
7120,1
10391,1
22377,0
11107,1
31016,0
1547,1
21900,0
28803,0
29138,0
292,1
7514,1
23278,0
5533,1
11184,1
19038,0
23939,0
18930,0
20338,0
27529,0
9164,1
4128,1
16549,0
30420,0
30196,0
5311,1
26526,0
31190,0
31542,0
9985,1
4202,1
17124,0
25377,0
31465,0
7794,1
11487,1
5338,1
6672,1
19547,0
16656,0
26946,0
2911,1
21817,0
3856,1
7904,1
4971,1
15619,1
23439,0
5094,1
10388,1
15656,1
21642,0
23724,0
1670,1
22283,0
2238,1
30040,0
9967,1
3955,1
12283,1
360,1
3695,1
27413,0
10645,1
23236,0
6374,1
28015,0
7519,1
11369,1
6187,1
19744,0
12854,1
26444,0
28628,0
6753,1
223,1
27651,0
17293,0
22947,0
31932,0
30741,0
22085,0
10109,1
13030,1
20396,0
14460,1
6850,1
26059,0
22550,0
9564,1
16050,0
7441,1
20857,0
23589,0
12503,1
3968,1
29817,0
15743,1
10969,1
21350,0
15373,1
2012,1
29428,0
17031,0
21202,0
2350,1
13370,1
25668,0
30055,0
6265,1
29589,0
29696,0
5770,1
29256,0
31481,0
31991,0
22337,0
12435,1
19166,0
18951,0
6634,1
25950,0
28474,0
6858,1
20195,0
3859,1
20287,0
2151,1
17957,0
14055,1
10898,1
30412,0
6989,1
7486,1
4672,1
23879,0
13873,1
26208,0
16820,0
18717,0
31883,0
5077,1
6677,1
27365,0
25875,0
17229,0
23553,0
7505,1
17661,0
30928,0
14212,1
11784,1
9353,1
19973,0
29879,0
4334,1
28216,0
18312,0
7351,1
17750,0
6617,1
5783,1
18192,0
16499,0
25954,0
13532,1
24285,0
6590,1
6834,1
31178,0
14167,1
24163,0
12516,1
1683,1
8955,1
1104,1
4081,1
